Liver_1_ctrl	Liver_1_treat1	Liver_1_treat2	Liver_2_ctrl1	Liver_2_ctrl2	Liver_2_ctrl3	Liver_2_treat1	Liver_2_treat2	Liver_2_treat3	Adipo_1_ctrl	Adipo_1_treat1	Adipo_1_treat2	Adipo_2_ctrl1	Adipo_2_ctrl2	Adipo_2_ctrl3	Adipo_2_treat1	Adipo_2_treat2	Adipo_2_treat3
Gm47729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47730	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47732	7	17	3	15	13	5	0	8	0	0	4	4	0	0	0	0	0	0
Gm47733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47734	1	0	20	0	11	0	14	0	0	1	2	9	0	0	0	0	0	0
Gm47735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47736	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47743	20	16	12	64	53	87	20	12	0	3	9	18	0	0	0	0	0	0
Gm47744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47747	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
Gm47748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.83	0	0
Gm47752	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47754	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Gm47755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47756	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47757	0	0	16	0	12	14	12	5	17	4	2	7	1	1	0	0	0	0
Gm47758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47759	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm47760	0	0	0	3	45	4	4	11	0	3.99	6	0	0	0	0	0	0	0
Gm47761	0	0	0	0	2	0	0	13.42	8	0	0	0	0	0	0	0	0	0
Gm47762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47764	0	0	0	11	0	0	9	0	0	10.89	0	0	0	0	0	0	0	0
Gm47765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47766	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0
Gm47767	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47772	10	12	0	4	0	19	9	11	0	0	1	12	0	0	0	0	0	0
Gm47773	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Gm47774	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47777	0	0	0	0	2	0	7	1	0	0	0	0	0	0	2	2	0.99	0
Gm47778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4779	0	0	0	0	0	0	0	0.8	1	0	0	0	0	0	0	0	0	0
Gm47790	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0
Gm47791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47794	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm47795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47797	0	5	0	9	22	0	0	0	16	6	0	1	0	0	0	0	0	0
Gm47798	0	0	0	0	0	0	0	1	0	0	0	0	56	0	0	0	0	0
Gm47799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47802	2	2	17	6	0	3	0	1	13	0	0	0	0	0	0	0	0	0
Gm47803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47805	1	0	19	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0
Gm47806	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm47807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47808	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm47809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47810	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47814	0	0	0	6	0	2	12	0	0	0	1	0	0	0	0	0	0	0
Gm47815	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Gm47816	0	7	9	14	30.03	1	2	7	0	2	0	0	0	0	0	0	0	0
Gm47817	254	223	414	233	114	209	233	129	174	91	154	119	378	0	1.44	0	0	0
Gm47818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47819	0	0	0	10	11	0	15	25	0	0	0	3	0	0	0	0	0	0
Gm4782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47820	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.97	0	0	0
Gm47821	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Gm47822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47826	22	0	15	0	0	10	0	0	0	1	24	12	0	0	0	0	0	0
Gm47827	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47833	0	1	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47836	2	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Gm47837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47838	3	1	11	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Gm47839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47840	0	0	0	1	0	0	0	0	0	0	0	1	2	79.88	223	1	373.74	244.96
Gm47842	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47844	1	1	2	23	19	11	22	0	0	7	0	12	17.19	0	0	0	0	0
Gm47845	19	0	6	5	15	0	3	6	0	0	0	0	0	0	0	0	0	0
Gm47846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47847	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47849	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0
Gm4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47851	0	0	1	0	3	0	3	0	1	1	0	0	0	1	47.99	0	1.89	0
Gm47852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47853	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47854	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47855	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Gm47856	36	0	24	21	10	12	0	1	16	1	14	8	0	0	0	0	0	0
Gm47857	0	0	0	0	2	0	6	0	0	4	0	0	0	0	0	0	0	0
Gm47858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4786	0	0	35.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47861	305	149	343	213	105	218	200	146	241	54	10	85	0	0	0	0	0	0
Gm47862	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm47863	39	28	16	22	44	43	36	48	45	2	0	0	0	0	0	0	0	0
Gm47864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47865	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4787	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Gm47870	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47872	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0
Gm47873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47874	5	1	3	6	0	4	0	0	6	0	0	0	0	0	0	0	0	0
Gm47875	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm47876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47877	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Gm47878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47882	0	0	4	0	8	0	0	0	0	2	0	2	0	0	1	0	0	0
Gm47883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47884	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Gm47885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47887	0	1	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm47888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47889	0	0	0	0	5	0	0	0	0	0	0	8	0	0	0	0	0	0
Gm4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47891	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47896	0	0	0	0	0	0	0	0	0	0	0	0	43.99	0	0	0	0	0
Gm47897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47898	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Gm47899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47902	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Gm47903	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47904	0	0	0	0	0	0	0	0	0	0	1	7	157	120	282	377	299	125
Gm47905	0	5	4	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0
Gm47906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47907	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm47908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47910	19	32	22	73	106	81	61	27	0	26	8	4	0	1	0	0	0	0
Gm47911	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Gm47912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47915	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Gm47916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47918	4	0	0	0	7	0	0	3	7	0	0	2	0	0	0	0	0	0
Gm47919	1	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Gm4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47920	14	8	7	13	33	0	15	20	24	3	12	0	0	0	0	0	0	0
Gm47921	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47926	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
Gm47927	25	27	26	0	0	20	1	0	0	26	0	0	0	0	0	0	0	0
Gm47928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4793	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Gm47930	11	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Gm47931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47932	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47933	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0
Gm47934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47938	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Gm47939	0	0	0	0	0	0	0	0	1	0	1.11	0	0	0	0	0	0	0
Gm47940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47941	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Gm47942	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Gm47943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47944	19	0	10	0	0	0	0	0	1	0	7	11	0	0	0	0	0	0
Gm47945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47947	245	189	157	99	129	97	185	118	118	63	114	71	594	0	0	0	0	0
Gm47948	16	20	53	5	26	0	0	5	0	6	19	8	0	0	0	0	0	0
Gm47949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47951	0	0	3	0	0	0	13	0	0	0	0	0	6	0	0	0	0	0
Gm47952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47953	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Gm47954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47956	3	2	0	0	0	6	0	4	0	0	2	0	0	0	0	0	0	0
Gm47957	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm47958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4796	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Gm47960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47962	52.99	3.09	3	39.05	28.85	6.01	37.16	21.5	36.15	1	0	3.17	0	0	0	0	0	0
Gm47963	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47966	0	0	1	0	3	18	0	0	0	0	1	0	0	0	0	0	0	0
Gm47967	2	0	0	0	3	0	0	3	0	0	0	0	1	0	5	0	0	0
Gm47968	4	1	6	5	12	0	0	2	0	0	0	0	0	1	0	0	0	0
Gm47969	0	17	2	8	33	17	7	7	0	0	0	0	0	0	0	0	0	0
Gm4797	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47974	0	0	0	13	1	1	7	0	0	0	0	0	0	0	0	0	0	0
Gm47975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47976	0	0	0	1	0	0	2	3	0	1	0	3	0	0	0	0	0	0
Gm47977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47980	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0
Gm47981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47984	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47987	0	0	0	7	2	1	16	0	32	0	0	3	0	0	0	0	0	0
Gm47988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4799	0	0	0	3.07	1	0	1	6.82	2.01	0	0	3	0	0	0	0	0	0
Gm47990	0	0	25	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0
Gm47991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47992	0	11	0	3	0	6	0	5	0	0	0	0	0	0	0	0	0	0
Gm47993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48004	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Gm48005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48010	4	0	0	0	0	0	0	0	0	10	6	9	0	0	0	0	0	0
Gm48011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48015	34	7	9	28	15	1	24	25	29	0	0	0	0	0	0	0	0	0
Gm48016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48022	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Gm48023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48025	1	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0
Gm48026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48027	8	0	6	21	0	25	4	12	1	11	9	2.99	0	0	0	0	0	0
Gm48028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4803	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48031	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48035	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48038	1	2	0	0	0	0	0	0	0.94	9	0	0	0	0	0	0	0	0
Gm48039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4804	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
